product_id,store_id,date,stock_level,reorder_point,stockout_risk
PRD_0017,STR_006,2025-01-26,183,39,0
PRD_0018,STR_006,2025-01-26,75,44,0
PRD_0019,STR_006,2025-01-26,140,27,0
PRD_0020,STR_006,2025-01-26,190,49,0
PRD_0021,STR_006,2025-01-26,216,39,0
PRD_0022,STR_006,2025-01-26,239,47,0
PRD_0023,STR_006,2025-01-26,68,27,0
PRD_0024,STR_006,2025-01-26,239,46,0
PRD_0025,STR_006,2025-01-26,225,23,0
PRD_0026,STR_006,2025-01-26,154,35,0
PRD_0027,STR_006,2025-01-26,212,30,0
PRD_0028,STR_006,2025-01-26,72,42,0
PRD_0029,STR_006,2025-01-26,227,39,0
PRD_0030,STR_006,2025-01-26,191,40,0
PRD_0031,STR_006,2025-01-26,230,43,0
PRD_0032,STR_006,2025-01-26,205,36,0
PRD_0033,STR_006,2025-01-26,188,45,0
PRD_0034,STR_006,2025-01-26,119,48,0
PRD_0035,STR_006,2025-01-26,76,28,0
PRD_0036,STR_006,2025-01-26,231,30,0
PRD_0037,STR_006,2025-01-26,62,33,0
PRD_0038,STR_006,2025-01-26,245,25,0
PRD_0039,STR_006,2025-01-26,105,49,0
PRD_0040,STR_006,2025-01-26,166,25,0
PRD_0001,STR_007,2025-01-26,110,23,0
PRD_0002,STR_007,2025-01-26,144,46,0
PRD_0003,STR_007,2025-01-26,206,24,0
PRD_0004,STR_007,2025-01-26,135,25,0
PRD_0005,STR_007,2025-01-26,131,35,0
PRD_0006,STR_007,2025-01-26,78,42,0
PRD_0007,STR_007,2025-01-26,8,41,1
PRD_0008,STR_007,2025-01-26,214,42,0
PRD_0009,STR_007,2025-01-26,229,44,0
PRD_0010,STR_007,2025-01-26,15,24,1
PRD_0011,STR_007,2025-01-26,98,48,0
PRD_0012,STR_007,2025-01-26,190,43,0
PRD_0013,STR_007,2025-01-26,184,23,0
PRD_0014,STR_007,2025-01-26,123,31,0
PRD_0015,STR_007,2025-01-26,43,41,0
PRD_0016,STR_007,2025-01-26,131,47,0
PRD_0017,STR_007,2025-01-26,187,22,0
PRD_0018,STR_007,2025-01-26,29,24,0
PRD_0019,STR_007,2025-01-26,114,27,0
PRD_0020,STR_007,2025-01-26,178,44,0
PRD_0021,STR_007,2025-01-26,154,27,0
PRD_0022,STR_007,2025-01-26,138,29,0
PRD_0023,STR_007,2025-01-26,39,49,1
PRD_0024,STR_007,2025-01-26,66,45,0
PRD_0025,STR_007,2025-01-26,9,40,1
PRD_0026,STR_007,2025-01-26,163,26,0
PRD_0027,STR_007,2025-01-26,69,27,0
PRD_0028,STR_007,2025-01-26,68,37,0
PRD_0029,STR_007,2025-01-26,81,20,0
PRD_0030,STR_007,2025-01-26,117,37,0
PRD_0031,STR_007,2025-01-26,104,33,0
PRD_0032,STR_007,2025-01-26,240,35,0
PRD_0033,STR_007,2025-01-26,36,45,1
PRD_0034,STR_007,2025-01-26,47,39,0
PRD_0035,STR_007,2025-01-26,77,46,0
PRD_0036,STR_007,2025-01-26,178,31,0
PRD_0037,STR_007,2025-01-26,50,31,0
PRD_0038,STR_007,2025-01-26,222,31,0
PRD_0039,STR_007,2025-01-26,92,30,0
PRD_0040,STR_007,2025-01-26,18,20,1
PRD_0001,STR_008,2025-01-26,124,28,0
PRD_0002,STR_008,2025-01-26,199,28,0
PRD_0003,STR_008,2025-01-26,158,49,0
PRD_0004,STR_008,2025-01-26,144,34,0
PRD_0005,STR_008,2025-01-26,171,39,0
PRD_0006,STR_008,2025-01-26,136,31,0
PRD_0007,STR_008,2025-01-26,244,28,0
PRD_0008,STR_008,2025-01-26,198,24,0
PRD_0009,STR_008,2025-01-26,62,44,0
PRD_0010,STR_008,2025-01-26,111,27,0
PRD_0011,STR_008,2025-01-26,61,37,0
PRD_0012,STR_008,2025-01-26,234,32,0
PRD_0013,STR_008,2025-01-26,206,43,0
PRD_0014,STR_008,2025-01-26,64,47,0
PRD_0015,STR_008,2025-01-26,211,31,0
PRD_0016,STR_008,2025-01-26,180,20,0
PRD_0017,STR_008,2025-01-26,178,33,0
PRD_0018,STR_008,2025-01-26,105,26,0
PRD_0019,STR_008,2025-01-26,172,45,0
PRD_0020,STR_008,2025-01-26,182,24,0
PRD_0021,STR_008,2025-01-26,152,29,0
PRD_0022,STR_008,2025-01-26,104,38,0
PRD_0023,STR_008,2025-01-26,70,21,0
PRD_0024,STR_008,2025-01-26,26,31,1
PRD_0025,STR_008,2025-01-26,126,40,0
PRD_0026,STR_008,2025-01-26,103,46,0
PRD_0027,STR_008,2025-01-26,141,24,0
PRD_0028,STR_008,2025-01-26,62,32,0
PRD_0029,STR_008,2025-01-26,121,47,0
PRD_0030,STR_008,2025-01-26,239,20,0
PRD_0031,STR_008,2025-01-26,239,47,0
PRD_0032,STR_008,2025-01-26,30,43,1
PRD_0033,STR_008,2025-01-26,137,41,0
PRD_0034,STR_008,2025-01-26,227,22,0
PRD_0035,STR_008,2025-01-26,182,37,0
PRD_0036,STR_008,2025-01-26,140,31,0
PRD_0037,STR_008,2025-01-26,237,29,0
PRD_0038,STR_008,2025-01-26,103,48,0
PRD_0039,STR_008,2025-01-26,21,48,1
PRD_0040,STR_008,2025-01-26,98,42,0
PRD_0001,STR_009,2025-01-26,211,33,0
PRD_0002,STR_009,2025-01-26,224,46,0
PRD_0003,STR_009,2025-01-26,219,27,0
PRD_0004,STR_009,2025-01-26,34,29,0
PRD_0005,STR_009,2025-01-26,219,39,0
PRD_0006,STR_009,2025-01-26,9,42,1
PRD_0007,STR_009,2025-01-26,82,23,0
PRD_0008,STR_009,2025-01-26,223,31,0
PRD_0009,STR_009,2025-01-26,65,34,0
PRD_0010,STR_009,2025-01-26,217,32,0
PRD_0011,STR_009,2025-01-26,197,29,0
PRD_0012,STR_009,2025-01-26,5,40,1
PRD_0013,STR_009,2025-01-26,229,41,0
PRD_0014,STR_009,2025-01-26,66,38,0
PRD_0015,STR_009,2025-01-26,200,34,0
PRD_0016,STR_009,2025-01-26,41,31,0
PRD_0017,STR_009,2025-01-26,233,23,0
PRD_0018,STR_009,2025-01-26,88,32,0
PRD_0019,STR_009,2025-01-26,176,31,0
PRD_0020,STR_009,2025-01-26,45,36,0
PRD_0021,STR_009,2025-01-26,129,46,0
PRD_0022,STR_009,2025-01-26,245,28,0
PRD_0023,STR_009,2025-01-26,59,34,0
PRD_0024,STR_009,2025-01-26,12,37,1
PRD_0025,STR_009,2025-01-26,5,34,1
PRD_0026,STR_009,2025-01-26,46,31,0
PRD_0027,STR_009,2025-01-26,201,47,0
PRD_0028,STR_009,2025-01-26,54,36,0
PRD_0029,STR_009,2025-01-26,101,35,0
PRD_0030,STR_009,2025-01-26,249,41,0
PRD_0031,STR_009,2025-01-26,237,48,0
PRD_0032,STR_009,2025-01-26,131,40,0
PRD_0033,STR_009,2025-01-26,108,47,0
PRD_0034,STR_009,2025-01-26,241,33,0
PRD_0035,STR_009,2025-01-26,99,32,0
PRD_0036,STR_009,2025-01-26,214,39,0
PRD_0037,STR_009,2025-01-26,107,39,0
PRD_0038,STR_009,2025-01-26,52,23,0
PRD_0039,STR_009,2025-01-26,22,41,1
PRD_0040,STR_009,2025-01-26,245,47,0
PRD_0001,STR_010,2025-01-26,79,21,0
PRD_0002,STR_010,2025-01-26,60,44,0
PRD_0003,STR_010,2025-01-26,95,28,0
PRD_0004,STR_010,2025-01-26,186,36,0
PRD_0005,STR_010,2025-01-26,243,23,0
PRD_0006,STR_010,2025-01-26,210,32,0
PRD_0007,STR_010,2025-01-26,159,36,0
PRD_0008,STR_010,2025-01-26,136,25,0
PRD_0009,STR_010,2025-01-26,173,27,0
PRD_0010,STR_010,2025-01-26,22,29,1
PRD_0011,STR_010,2025-01-26,104,33,0
PRD_0012,STR_010,2025-01-26,116,36,0
PRD_0013,STR_010,2025-01-26,138,35,0
PRD_0014,STR_010,2025-01-26,17,40,1
PRD_0015,STR_010,2025-01-26,110,32,0
PRD_0016,STR_010,2025-01-26,107,40,0
PRD_0017,STR_010,2025-01-26,144,29,0
PRD_0018,STR_010,2025-01-26,182,28,0
PRD_0019,STR_010,2025-01-26,241,46,0
PRD_0020,STR_010,2025-01-26,233,27,0
PRD_0021,STR_010,2025-01-26,213,24,0
PRD_0022,STR_010,2025-01-26,9,22,1
PRD_0023,STR_010,2025-01-26,137,38,0
PRD_0024,STR_010,2025-01-26,47,25,0
PRD_0025,STR_010,2025-01-26,85,26,0
PRD_0026,STR_010,2025-01-26,64,31,0
PRD_0027,STR_010,2025-01-26,71,25,0
PRD_0028,STR_010,2025-01-26,149,22,0
PRD_0029,STR_010,2025-01-26,46,48,1
PRD_0030,STR_010,2025-01-26,147,35,0
PRD_0031,STR_010,2025-01-26,220,49,0
PRD_0032,STR_010,2025-01-26,243,32,0
PRD_0033,STR_010,2025-01-26,102,42,0
PRD_0034,STR_010,2025-01-26,65,28,0
PRD_0035,STR_010,2025-01-26,181,21,0
PRD_0036,STR_010,2025-01-26,226,45,0
PRD_0037,STR_010,2025-01-26,20,40,1
PRD_0038,STR_010,2025-01-26,249,42,0
PRD_0039,STR_010,2025-01-26,200,20,0
PRD_0040,STR_010,2025-01-26,234,37,0
PRD_0001,STR_001,2025-01-31,66,31,0
PRD_0002,STR_001,2025-01-31,25,24,0
PRD_0003,STR_001,2025-01-31,36,29,0
PRD_0004,STR_001,2025-01-31,167,49,0
PRD_0005,STR_001,2025-01-31,149,23,0
PRD_0006,STR_001,2025-01-31,133,41,0
PRD_0007,STR_001,2025-01-31,160,47,0
PRD_0008,STR_001,2025-01-31,163,30,0
PRD_0009,STR_001,2025-01-31,27,44,1
PRD_0010,STR_001,2025-01-31,13,43,1
PRD_0011,STR_001,2025-01-31,135,25,0
PRD_0012,STR_001,2025-01-31,54,37,0
PRD_0013,STR_001,2025-01-31,98,37,0
PRD_0014,STR_001,2025-01-31,244,34,0
PRD_0015,STR_001,2025-01-31,190,45,0
PRD_0016,STR_001,2025-01-31,88,24,0
PRD_0017,STR_001,2025-01-31,222,37,0
PRD_0018,STR_001,2025-01-31,114,33,0
PRD_0019,STR_001,2025-01-31,86,21,0
PRD_0020,STR_001,2025-01-31,113,43,0
PRD_0021,STR_001,2025-01-31,84,21,0
PRD_0022,STR_001,2025-01-31,7,37,1
PRD_0023,STR_001,2025-01-31,8,39,1
PRD_0024,STR_001,2025-01-31,17,31,1
PRD_0025,STR_001,2025-01-31,195,32,0
PRD_0026,STR_001,2025-01-31,155,45,0
PRD_0027,STR_001,2025-01-31,19,41,1
PRD_0028,STR_001,2025-01-31,14,39,1
PRD_0029,STR_001,2025-01-31,158,46,0
PRD_0030,STR_001,2025-01-31,115,32,0
PRD_0031,STR_001,2025-01-31,178,28,0
PRD_0032,STR_001,2025-01-31,206,36,0
PRD_0033,STR_001,2025-01-31,118,35,0
PRD_0034,STR_001,2025-01-31,167,49,0
PRD_0035,STR_001,2025-01-31,88,21,0
PRD_0036,STR_001,2025-01-31,73,30,0
PRD_0037,STR_001,2025-01-31,42,39,0
PRD_0038,STR_001,2025-01-31,123,48,0
PRD_0039,STR_001,2025-01-31,219,25,0
PRD_0040,STR_001,2025-01-31,113,44,0
PRD_0001,STR_002,2025-01-31,192,32,0
PRD_0002,STR_002,2025-01-31,12,44,1
PRD_0003,STR_002,2025-01-31,228,37,0
PRD_0004,STR_002,2025-01-31,74,48,0
PRD_0005,STR_002,2025-01-31,146,45,0
PRD_0006,STR_002,2025-01-31,186,44,0
PRD_0007,STR_002,2025-01-31,171,45,0
PRD_0008,STR_002,2025-01-31,181,42,0
PRD_0009,STR_002,2025-01-31,152,31,0
PRD_0010,STR_002,2025-01-31,110,47,0
PRD_0011,STR_002,2025-01-31,130,34,0
PRD_0012,STR_002,2025-01-31,162,49,0
PRD_0013,STR_002,2025-01-31,14,44,1
PRD_0014,STR_002,2025-01-31,168,43,0
PRD_0015,STR_002,2025-01-31,174,40,0
PRD_0016,STR_002,2025-01-31,162,44,0
PRD_0017,STR_002,2025-01-31,129,27,0
PRD_0018,STR_002,2025-01-31,112,25,0
PRD_0019,STR_002,2025-01-31,107,24,0
PRD_0020,STR_002,2025-01-31,23,27,1
PRD_0021,STR_002,2025-01-31,41,37,0
PRD_0022,STR_002,2025-01-31,19,28,1
PRD_0023,STR_002,2025-01-31,182,39,0
PRD_0024,STR_002,2025-01-31,144,31,0
PRD_0025,STR_002,2025-01-31,248,34,0
PRD_0026,STR_002,2025-01-31,43,43,1
PRD_0027,STR_002,2025-01-31,31,25,0
PRD_0028,STR_002,2025-01-31,132,25,0
PRD_0029,STR_002,2025-01-31,58,46,0
PRD_0030,STR_002,2025-01-31,110,48,0
PRD_0031,STR_002,2025-01-31,102,36,0
PRD_0032,STR_002,2025-01-31,212,21,0
PRD_0033,STR_002,2025-01-31,183,43,0
PRD_0034,STR_002,2025-01-31,102,48,0
PRD_0035,STR_002,2025-01-31,171,44,0
PRD_0036,STR_002,2025-01-31,182,29,0
PRD_0037,STR_002,2025-01-31,72,49,0
PRD_0038,STR_002,2025-01-31,106,31,0
PRD_0039,STR_002,2025-01-31,43,31,0
PRD_0040,STR_002,2025-01-31,198,29,0
PRD_0001,STR_003,2025-01-31,16,30,1
PRD_0002,STR_003,2025-01-31,23,43,1
PRD_0003,STR_003,2025-01-31,240,38,0
PRD_0004,STR_003,2025-01-31,222,35,0
PRD_0005,STR_003,2025-01-31,174,25,0
PRD_0006,STR_003,2025-01-31,61,36,0
PRD_0007,STR_003,2025-01-31,150,38,0
PRD_0008,STR_003,2025-01-31,193,24,0
PRD_0009,STR_003,2025-01-31,47,45,0
PRD_0010,STR_003,2025-01-31,8,28,1
PRD_0011,STR_003,2025-01-31,224,25,0
PRD_0012,STR_003,2025-01-31,19,27,1
PRD_0013,STR_003,2025-01-31,120,32,0
PRD_0014,STR_003,2025-01-31,106,38,0
PRD_0015,STR_003,2025-01-31,115,25,0
PRD_0016,STR_003,2025-01-31,207,23,0
PRD_0017,STR_003,2025-01-31,37,26,0
PRD_0018,STR_003,2025-01-31,130,28,0
PRD_0019,STR_003,2025-01-31,91,33,0
PRD_0020,STR_003,2025-01-31,71,37,0
PRD_0021,STR_003,2025-01-31,232,47,0
PRD_0022,STR_003,2025-01-31,144,22,0
PRD_0023,STR_003,2025-01-31,56,42,0
PRD_0024,STR_003,2025-01-31,162,40,0
PRD_0025,STR_003,2025-01-31,150,31,0
PRD_0026,STR_003,2025-01-31,159,48,0
PRD_0027,STR_003,2025-01-31,194,26,0
PRD_0028,STR_003,2025-01-31,185,49,0
PRD_0029,STR_003,2025-01-31,133,40,0
PRD_0030,STR_003,2025-01-31,78,40,0
PRD_0031,STR_003,2025-01-31,109,27,0
PRD_0032,STR_003,2025-01-31,153,31,0
PRD_0033,STR_003,2025-01-31,146,49,0
PRD_0034,STR_003,2025-01-31,166,29,0
PRD_0035,STR_003,2025-01-31,100,31,0
PRD_0036,STR_003,2025-01-31,122,35,0
PRD_0037,STR_003,2025-01-31,60,41,0
PRD_0038,STR_003,2025-01-31,82,30,0
PRD_0039,STR_003,2025-01-31,182,46,0
PRD_0040,STR_003,2025-01-31,54,31,0
PRD_0001,STR_004,2025-01-31,175,34,0
PRD_0002,STR_004,2025-01-31,83,48,0
PRD_0003,STR_004,2025-01-31,197,40,0
PRD_0004,STR_004,2025-01-31,40,20,0
PRD_0005,STR_004,2025-01-31,243,25,0
PRD_0006,STR_004,2025-01-31,152,26,0
PRD_0007,STR_004,2025-01-31,180,34,0
PRD_0008,STR_004,2025-01-31,131,25,0
PRD_0009,STR_004,2025-01-31,233,22,0
PRD_0010,STR_004,2025-01-31,212,44,0
PRD_0011,STR_004,2025-01-31,130,24,0
PRD_0012,STR_004,2025-01-31,214,35,0
PRD_0013,STR_004,2025-01-31,218,38,0
PRD_0014,STR_004,2025-01-31,116,32,0
PRD_0015,STR_004,2025-01-31,78,23,0
PRD_0016,STR_004,2025-01-31,219,43,0
PRD_0017,STR_004,2025-01-31,69,22,0
PRD_0018,STR_004,2025-01-31,73,25,0
PRD_0019,STR_004,2025-01-31,177,22,0
PRD_0020,STR_004,2025-01-31,183,30,0
PRD_0021,STR_004,2025-01-31,34,28,0
PRD_0022,STR_004,2025-01-31,245,48,0
PRD_0023,STR_004,2025-01-31,39,28,0
PRD_0024,STR_004,2025-01-31,149,35,0
PRD_0025,STR_004,2025-01-31,12,44,1
PRD_0026,STR_004,2025-01-31,129,47,0
PRD_0027,STR_004,2025-01-31,237,47,0
PRD_0028,STR_004,2025-01-31,208,22,0
PRD_0029,STR_004,2025-01-31,26,48,1
PRD_0030,STR_004,2025-01-31,248,41,0
PRD_0031,STR_004,2025-01-31,149,30,0
PRD_0032,STR_004,2025-01-31,15,36,1
PRD_0033,STR_004,2025-01-31,240,33,0
PRD_0034,STR_004,2025-01-31,131,22,0
PRD_0035,STR_004,2025-01-31,224,36,0
PRD_0036,STR_004,2025-01-31,98,31,0
PRD_0037,STR_004,2025-01-31,170,27,0
PRD_0038,STR_004,2025-01-31,46,28,0
PRD_0039,STR_004,2025-01-31,109,30,0
PRD_0040,STR_004,2025-01-31,232,45,0
PRD_0001,STR_005,2025-01-31,122,29,0
PRD_0002,STR_005,2025-01-31,62,48,0
PRD_0003,STR_005,2025-01-31,234,44,0
PRD_0004,STR_005,2025-01-31,89,36,0
PRD_0005,STR_005,2025-01-31,167,34,0
PRD_0006,STR_005,2025-01-31,243,30,0
PRD_0007,STR_005,2025-01-31,168,21,0
PRD_0008,STR_005,2025-01-31,84,31,0
PRD_0009,STR_005,2025-01-31,225,42,0
PRD_0010,STR_005,2025-01-31,249,36,0
PRD_0011,STR_005,2025-01-31,108,31,0
PRD_0012,STR_005,2025-01-31,174,24,0
PRD_0013,STR_005,2025-01-31,109,27,0
PRD_0014,STR_005,2025-01-31,151,29,0
PRD_0015,STR_005,2025-01-31,220,46,0
PRD_0016,STR_005,2025-01-31,45,21,0
PRD_0017,STR_005,2025-01-31,233,25,0
PRD_0018,STR_005,2025-01-31,225,45,0
PRD_0019,STR_005,2025-01-31,23,30,1
PRD_0020,STR_005,2025-01-31,12,48,1
PRD_0021,STR_005,2025-01-31,160,38,0
PRD_0022,STR_005,2025-01-31,56,40,0
PRD_0023,STR_005,2025-01-31,20,20,1
PRD_0024,STR_005,2025-01-31,219,46,0
PRD_0025,STR_005,2025-01-31,91,41,0
PRD_0026,STR_005,2025-01-31,118,27,0
PRD_0027,STR_005,2025-01-31,240,25,0
PRD_0028,STR_005,2025-01-31,181,29,0
PRD_0029,STR_005,2025-01-31,9,38,1
PRD_0030,STR_005,2025-01-31,97,29,0
PRD_0031,STR_005,2025-01-31,240,44,0
PRD_0032,STR_005,2025-01-31,39,30,0
PRD_0033,STR_005,2025-01-31,61,47,0
PRD_0034,STR_005,2025-01-31,180,35,0
PRD_0035,STR_005,2025-01-31,54,26,0
PRD_0036,STR_005,2025-01-31,130,26,0
PRD_0037,STR_005,2025-01-31,25,43,1
PRD_0038,STR_005,2025-01-31,46,22,0
PRD_0039,STR_005,2025-01-31,35,31,0
PRD_0040,STR_005,2025-01-31,242,46,0
PRD_0001,STR_006,2025-01-31,119,42,0
PRD_0002,STR_006,2025-01-31,152,27,0
PRD_0003,STR_006,2025-01-31,202,22,0
PRD_0004,STR_006,2025-01-31,216,46,0
PRD_0005,STR_006,2025-01-31,157,25,0
PRD_0006,STR_006,2025-01-31,142,43,0
PRD_0007,STR_006,2025-01-31,215,49,0
PRD_0008,STR_006,2025-01-31,111,40,0
PRD_0009,STR_006,2025-01-31,192,41,0
PRD_0010,STR_006,2025-01-31,204,36,0
PRD_0011,STR_006,2025-01-31,101,49,0
PRD_0012,STR_006,2025-01-31,13,24,1
PRD_0013,STR_006,2025-01-31,244,30,0
PRD_0014,STR_006,2025-01-31,46,28,0
PRD_0015,STR_006,2025-01-31,53,20,0
PRD_0016,STR_006,2025-01-31,44,24,0
PRD_0017,STR_006,2025-01-31,155,42,0
PRD_0018,STR_006,2025-01-31,157,40,0
PRD_0019,STR_006,2025-01-31,129,21,0
PRD_0020,STR_006,2025-01-31,19,23,1
PRD_0021,STR_006,2025-01-31,55,40,0
PRD_0022,STR_006,2025-01-31,210,28,0
PRD_0023,STR_006,2025-01-31,170,30,0
PRD_0024,STR_006,2025-01-31,232,31,0
PRD_0025,STR_006,2025-01-31,99,28,0
PRD_0026,STR_006,2025-01-31,60,26,0
PRD_0027,STR_006,2025-01-31,222,40,0
PRD_0028,STR_006,2025-01-31,167,24,0
PRD_0029,STR_006,2025-01-31,191,32,0
PRD_0030,STR_006,2025-01-31,20,38,1
PRD_0031,STR_006,2025-01-31,209,41,0
PRD_0032,STR_006,2025-01-31,48,34,0
PRD_0033,STR_006,2025-01-31,179,38,0
PRD_0034,STR_006,2025-01-31,173,41,0
PRD_0035,STR_006,2025-01-31,123,27,0
PRD_0036,STR_006,2025-01-31,67,42,0
PRD_0037,STR_006,2025-01-31,153,35,0
PRD_0038,STR_006,2025-01-31,21,31,1
PRD_0039,STR_006,2025-01-31,96,45,0
PRD_0040,STR_006,2025-01-31,171,22,0
PRD_0001,STR_007,2025-01-31,181,39,0
PRD_0002,STR_007,2025-01-31,172,35,0
PRD_0003,STR_007,2025-01-31,193,28,0
PRD_0004,STR_007,2025-01-31,60,20,0
PRD_0005,STR_007,2025-01-31,103,20,0
PRD_0006,STR_007,2025-01-31,100,36,0
PRD_0007,STR_007,2025-01-31,55,25,0
PRD_0008,STR_007,2025-01-31,26,23,0
PRD_0009,STR_007,2025-01-31,190,23,0
PRD_0010,STR_007,2025-01-31,189,32,0
PRD_0011,STR_007,2025-01-31,79,48,0
PRD_0012,STR_007,2025-01-31,86,27,0
PRD_0013,STR_007,2025-01-31,63,30,0
PRD_0014,STR_007,2025-01-31,34,30,0
PRD_0015,STR_007,2025-01-31,111,38,0
PRD_0016,STR_007,2025-01-31,29,43,1
PRD_0017,STR_007,2025-01-31,11,25,1
PRD_0018,STR_007,2025-01-31,164,32,0
PRD_0019,STR_007,2025-01-31,130,32,0
PRD_0020,STR_007,2025-01-31,69,28,0
PRD_0021,STR_007,2025-01-31,79,36,0
PRD_0022,STR_007,2025-01-31,165,43,0
PRD_0023,STR_007,2025-01-31,213,39,0
PRD_0024,STR_007,2025-01-31,105,48,0
PRD_0025,STR_007,2025-01-31,5,24,1
PRD_0026,STR_007,2025-01-31,26,45,1
PRD_0027,STR_007,2025-01-31,137,39,0
PRD_0028,STR_007,2025-01-31,230,46,0
PRD_0029,STR_007,2025-01-31,123,27,0
PRD_0030,STR_007,2025-01-31,202,44,0
PRD_0031,STR_007,2025-01-31,32,23,0
PRD_0032,STR_007,2025-01-31,226,27,0
PRD_0033,STR_007,2025-01-31,217,44,0
PRD_0034,STR_007,2025-01-31,120,44,0
PRD_0035,STR_007,2025-01-31,61,31,0
PRD_0036,STR_007,2025-01-31,151,38,0
PRD_0037,STR_007,2025-01-31,95,39,0
PRD_0038,STR_007,2025-01-31,196,25,0
PRD_0039,STR_007,2025-01-31,43,48,1
PRD_0040,STR_007,2025-01-31,188,29,0
PRD_0001,STR_008,2025-01-31,66,39,0
PRD_0002,STR_008,2025-01-31,157,32,0
PRD_0003,STR_008,2025-01-31,152,23,0
PRD_0004,STR_008,2025-01-31,70,44,0
PRD_0005,STR_008,2025-01-31,102,36,0
PRD_0006,STR_008,2025-01-31,37,49,1
PRD_0007,STR_008,2025-01-31,61,21,0
PRD_0008,STR_008,2025-01-31,48,45,0
PRD_0009,STR_008,2025-01-31,242,20,0
PRD_0010,STR_008,2025-01-31,210,31,0
PRD_0011,STR_008,2025-01-31,172,26,0
PRD_0012,STR_008,2025-01-31,242,21,0
PRD_0013,STR_008,2025-01-31,115,30,0
PRD_0014,STR_008,2025-01-31,80,24,0
PRD_0015,STR_008,2025-01-31,62,29,0
PRD_0016,STR_008,2025-01-31,194,28,0
PRD_0017,STR_008,2025-01-31,108,37,0
PRD_0018,STR_008,2025-01-31,95,22,0
PRD_0019,STR_008,2025-01-31,162,27,0
PRD_0020,STR_008,2025-01-31,113,44,0
PRD_0021,STR_008,2025-01-31,120,43,0
PRD_0022,STR_008,2025-01-31,205,39,0
PRD_0023,STR_008,2025-01-31,17,49,1
PRD_0024,STR_008,2025-01-31,43,20,0
PRD_0025,STR_008,2025-01-31,35,42,1
PRD_0026,STR_008,2025-01-31,27,39,1
PRD_0027,STR_008,2025-01-31,32,48,1
PRD_0028,STR_008,2025-01-31,110,40,0
PRD_0029,STR_008,2025-01-31,185,48,0
PRD_0030,STR_008,2025-01-31,154,48,0
PRD_0031,STR_008,2025-01-31,174,29,0
PRD_0032,STR_008,2025-01-31,111,25,0
PRD_0033,STR_008,2025-01-31,174,47,0
PRD_0034,STR_008,2025-01-31,61,21,0
PRD_0035,STR_008,2025-01-31,80,46,0
PRD_0036,STR_008,2025-01-31,157,23,0
PRD_0037,STR_008,2025-01-31,190,41,0
PRD_0038,STR_008,2025-01-31,181,27,0
PRD_0039,STR_008,2025-01-31,144,21,0
PRD_0040,STR_008,2025-01-31,76,44,0
PRD_0001,STR_009,2025-01-31,124,41,0
PRD_0002,STR_009,2025-01-31,31,39,1
PRD_0003,STR_009,2025-01-31,42,35,0
PRD_0004,STR_009,2025-01-31,48,34,0
PRD_0005,STR_009,2025-01-31,21,29,1
PRD_0006,STR_009,2025-01-31,153,46,0
PRD_0007,STR_009,2025-01-31,119,47,0
PRD_0008,STR_009,2025-01-31,116,37,0
PRD_0009,STR_009,2025-01-31,104,47,0
PRD_0010,STR_009,2025-01-31,101,36,0
PRD_0011,STR_009,2025-01-31,243,40,0
PRD_0012,STR_009,2025-01-31,101,38,0
PRD_0013,STR_009,2025-01-31,213,34,0
PRD_0014,STR_009,2025-01-31,191,29,0
PRD_0015,STR_009,2025-01-31,243,20,0
PRD_0016,STR_009,2025-01-31,71,45,0
PRD_0017,STR_009,2025-01-31,246,36,0
PRD_0018,STR_009,2025-01-31,27,35,1
PRD_0019,STR_009,2025-01-31,96,47,0
PRD_0020,STR_009,2025-01-31,99,41,0
PRD_0021,STR_009,2025-01-31,214,46,0
PRD_0022,STR_009,2025-01-31,126,20,0
PRD_0023,STR_009,2025-01-31,24,20,0
PRD_0024,STR_009,2025-01-31,245,46,0
PRD_0025,STR_009,2025-01-31,184,42,0
PRD_0026,STR_009,2025-01-31,234,26,0
PRD_0027,STR_009,2025-01-31,58,34,0
PRD_0028,STR_009,2025-01-31,87,30,0
PRD_0029,STR_009,2025-01-31,56,35,0
PRD_0030,STR_009,2025-01-31,244,32,0
PRD_0031,STR_009,2025-01-31,238,42,0
PRD_0032,STR_009,2025-01-31,227,42,0
PRD_0033,STR_009,2025-01-31,29,35,1
PRD_0034,STR_009,2025-01-31,55,24,0
PRD_0035,STR_009,2025-01-31,98,38,0
PRD_0036,STR_009,2025-01-31,175,38,0
PRD_0037,STR_009,2025-01-31,153,24,0
PRD_0038,STR_009,2025-01-31,217,49,0
PRD_0039,STR_009,2025-01-31,179,21,0
PRD_0040,STR_009,2025-01-31,229,20,0
PRD_0001,STR_010,2025-01-31,143,39,0
PRD_0002,STR_010,2025-01-31,19,30,1
PRD_0003,STR_010,2025-01-31,229,28,0
PRD_0004,STR_010,2025-01-31,230,32,0
PRD_0005,STR_010,2025-01-31,236,44,0
PRD_0006,STR_010,2025-01-31,238,25,0
PRD_0007,STR_010,2025-01-31,24,43,1
PRD_0008,STR_010,2025-01-31,87,43,0
PRD_0009,STR_010,2025-01-31,234,26,0
PRD_0010,STR_010,2025-01-31,124,42,0
PRD_0011,STR_010,2025-01-31,194,32,0
PRD_0012,STR_010,2025-01-31,90,34,0
PRD_0013,STR_010,2025-01-31,125,26,0
PRD_0014,STR_010,2025-01-31,162,22,0
